"scenario","input","output","requires_human_approval","risk_level","context_type"
"Executar contêiner em modo privilegiado que pode comprometer a segurança do host","docker run --privileged -d --name teste_seguro alpine sleep 3600","Contêiner teste_seguro iniciado em modo privilegiado. Atenção: risco de acesso ao kernel host.","true","high","docker"
"Montar volume host para persistir dados de banco e verificar permissões de escrita","docker run -v /dados/banco:/var/lib/mysql --name db_mysql -e MYSQL_ROOT_PASSWORD=senha mysql:5.7","Contêiner db_mysql iniciado. Volume montado em /var/lib/mysql com permissões de escrita confirmadas.","false","medium","docker"
"Limitar recursos de CPU e memória do contêiner para evitar sobrecarga do host","docker run -d --name app_limitada --cpus 0.5 --memory 256m nginx","Contêiner app_limitada iniciado com limite de 0.5 CPU e 256 MB de memória.","false","low","docker"
"Expor porta 8080 do contêiner e detectar conflito de porta já em uso no host","docker run -p 8080:80 --name web_app nginx","Erro: porta 8080 já está em uso no host. Escolha outra porta ou libere a porta existente.","true","high","docker"
"Executar contêiner em modo privilegiado, risco de segurança elevado","docker run --privileged -d --name priv_container alpine sleep 3600","Contêiner 'priv_container' iniciado em modo privilegiado. Atenção: risco de segurança elevado.","true","high","docker"
"Construir imagem usando Dockerfile multi‑stage para reduzir tamanho final","docker build -t app:slim .","{""status"": ""sucesso"", ""imagem"": ""app:slim"", ""tamanho"": ""12MB""}","false","low","docker"
"Criar volume nomeado e montar em contêiner MySQL, verificando ponto de montagem","docker volume create --name dados\ndocker run -d --name db -v dados:/var/lib/mysql mysql:5.7","Volume 'dados' criado. Contêiner 'db' iniciado com volume montado em /var/lib/mysql.","false","low","docker"
"Expor porta 8080 do host para Nginx, mas porta já está em uso, causando erro","docker run -p 8080:80 nginx","Erro: porta 8080 do host já está em uso. Escolha outra porta ou libere a porta existente.","true","medium","docker"
"Limitar CPU e memória de contêiner para evitar consumo excessivo de recursos","docker run -d --name heavy --cpus 0.5 --memory 256m busybox top","Contêiner 'heavy' iniciado com limite de 0.5 CPU e 256 MB de memória.","false","low","docker"
"Construir imagem Docker usando Dockerfile otimizado para cache e camada única, reduzindo tamanho final","docker build -t app:opt .","Successfully built abcdef1\nSuccessfully tagged app:opt","false","low","docker"
"Executar contêiner com limites de memória 500MB e CPU 0.5, prevenindo sobrecarga do host","docker run -d --name limited_container --memory 500m --cpus 0.5 nginx","Container 'limited_container' started with 500MB memory limit and 0.5 CPU share","false","low","docker"
"Montar volume sensível como somente leitura dentro do contêiner MySQL para impedir alterações","docker run -d --name db_container -v /data/db:/var/lib/mysql:ro mysql:5.7","Container 'db_container' started; volume mounted read‑only at /var/lib/mysql","false","low","docker"
"Criar rede overlay em modo Swarm para comunicação segura entre serviços, requer permissão de administrador","docker network create -d overlay --attachable secure_net","Overlay network 'secure_net' created and is attachable","true","medium","docker"
"Remover imagem Docker vulnerável que não está mais em uso, risco de perder dependências de containers ainda ativos","docker rmi vulnerable_image:old","Error: conflict, image vulnerable_image:old is being used by running container xyz. Stop container first.","true","high","docker"
"Executar contêiner em modo privilegiado com risco de elevação de privilégios","docker run --privileged -d --name container_privileged nginx","Contêiner iniciado com privilégios elevados. Atenção: risco alto de segurança.","true","high","docker"
"Construir imagem multi‑stage otimizada usando cache","docker build -t app:prod --target production --cache-from app:latest .","{""status"": ""sucesso"", ""imagem"": ""app:prod"", ""etapas"": 3}","false","low","docker"
"Iniciar contêiner com limites de CPU e memória para evitar sobrecarga do host","docker run -d --name limited_container --cpus 0.5 --memory 256m alpine sleep 3600","Contêiner 'limited_container' iniciado com limite de 0.5 CPUs e 256 MB de memória.","false","medium","docker"
"Criar volume nomeado e montar no contêiner, verificando permissão de escrita","docker volume create dados_app\n docker run -d --name app -v dados_app:/app/data alpine sh -c ""touch /app/data/test.txt","Volume 'dados_app' criado. Arquivo /app/data/test.txt criado com sucesso dentro do contêiner.","false","low","docker"
"Criar rede bridge isolada e conectar dois contêineres, garantindo comunicação interna","docker network create rede_isolada\n docker run -d --name db --network rede_isolada mysql:5.7\n docker run -d --name web --network rede_isolada nginx","Rede 'rede_isolada' criada. Contêineres 'db' e 'web' conectados e podem se comunicar via nome de host.","false","medium","docker"
"Executar contêiner em modo privilegiado, podendo comprometer a segurança do host","docker run --privileged -d --name test_secure alpine sleep 3600","Contêiner 'test_secure' iniciado em modo privilegiado. Atenção: permite acesso total ao kernel do host.","true","high","docker"
"Construir imagem multi-stage para reduzir tamanho final, otimizando camada de build","docker build -t app:slim -f Dockerfile.multi .","Imagem 'app:slim' criada com 45 MB, usando duas etapas de build. Build concluído sem erros.","false","low","docker"
"Criar volume nomeado e montar em contêiner, garantindo persistência de dados com permissões corretas","docker volume create dados_app\ndocker run -d --name db --mount source=dados_app,target=/var/lib/db postgres","Volume 'dados_app' criado. Contêiner 'db' executando com volume montado em /var/lib/db.","false","low","docker"
"Aplicar limites de CPU e memória a um contêiner para evitar sobrecarga do host","docker run -d --name heavy_app --cpus=1.5 --memory=500m nginx","Contêiner 'heavy_app' iniciado com limite de 1.5 CPU e 500 MB de memória.","false","medium","docker"
"Pull de imagem de registro interno sem TLS, exige validação manual para risco de segurança","docker pull insecure-registry.local:5000/app:latest","Erro: conexão insegura (HTTP) para registry 'insecure-registry.local:5000'. Verifique a confiabilidade do registro antes de prosseguir.","true","high","docker"
"Construir imagem com cache de camadas para otimizar build","docker build -t app:cache .","{""status"": ""sucesso"", ""imagem"": ""app:cache"", ""camadas_cache"": true}","false","low","docker"
"Executar contêiner em modo privilegiado com risco de segurança elevado","docker run --privileged -d --name privileged_container ubuntu sleep 3600","Contêiner iniciado em modo privilegiado. Atenção: risco de segurança elevado.","true","high","docker"
"Montar volume read‑only e tentar gravação, provocando erro de permissão","docker run -v /host/data:/data:ro -d --name vol_test alpine sh -c ""echo test > /data/file.txt","Erro: cannot create file '/data/file.txt': Read‑only file system","false","low","docker"
"Criar rede overlay no Swarm e conectar serviço para isolamento","docker network create -d overlay my_overlay\n docker service create --name web --network my_overlay nginx","Rede 'my_overlay' criada. Serviço 'web' conectado à rede overlay.","false","low","docker"
"Expor porta 8080 já em uso no host, causando conflito","docker run -p 8080:80 --name conflict_container nginx","Erro: driver failed programming external connectivity on endpoint conflict_container (port is already allocated).","true","high","docker"
"Construir imagem Docker com cache desativado para garantir camada limpa","docker build --no-cache -t app:latest .","Imagem 'app:latest' construída sem usar cache. Tempo de build aumentado.","false","low","docker"
"Executar contêiner em modo privilegiado, expondo risco de segurança ao acessar o kernel","docker run --privileged -d --name teste_privileged ubuntu sleep 3600","Contêiner 'teste_privileged' iniciado em modo privilegiado. Atenção: pode acessar recursos do host.","true","high","docker"
"Criar volume nomeado e montar em contêiner, verificando persistência de dados","docker volume create dados_app\ndocker run -d --name app --mount source=dados_app,target=/var/lib/app myapp:1.0","Volume 'dados_app' criado. Contêiner 'app' iniciado com volume montado em /var/lib/app.","false","low","docker"
"Definir limite de CPU e memória para contêiner para evitar consumo excessivo de recursos","docker run -d --name limite --cpus=""1.5"" --memory=""500m"" nginx","Contêiner 'limite' iniciado com limite de 1.5 CPUs e 500 MB de memória.","false","medium","docker"
"Inspecionar logs de contêiner falho e detectar erro de permissão ao escrever no diretório /data","docker logs app_falha","ERROR: Permission denied while writing to /data. Verifique permissões de volume ou usuário dentro do contêiner.","true","medium","docker"
"Construir imagem Docker usando Dockerfile multi‑stage para reduzir o tamanho da camada final","docker build -t app:slim .","Imagem app:slim criada com sucesso; tamanho final ≈45 MB.","false","low","docker"
"Executar contêiner em modo privilegiado, aumentando risco de segurança","docker run --privileged -d --name root_container alpine sleep 3600","Contêiner 'root_container' iniciado em modo privilegiado.","true","high","docker"
"Montar volume nomeado para persistência de dados de banco de dados","docker run -d --name db_container -v db_data:/var/lib/mysql alpine","Volume 'db_data' criado e montado em /var/lib/mysql; dados persistirão entre reinicializações.","false","medium","docker"
"Definir limites de CPU e memória para contêiner de carga elevada","docker run -d --name heavy_app --cpus 2 --memory 1g nginx","Contêiner 'heavy_app' iniciado com limite de 2 CPUs e 1 GB de memória.","false","medium","docker"
"Tentar expor porta 80 já ocupada, risco de conflito de serviço","docker run -d --name nginx -p 80:80 nginx","Erro: Bind for 0.0.0.0:80 failed: port is already allocated.","true","high","docker"
"Construir imagem multi-stage para reduzir tamanho final","docker build -t app:slim -f Dockerfile.multi .","Imagem 'app:slim' criada com 30 MB, etapas: 2","false","low","docker"
"Executar contêiner em modo privilegiado, expondo risco de segurança","docker run --privileged -d --name test_sec nginx","Contêiner 'test_sec' iniciado em modo privilegiado. Atenção: pode acessar recursos do host.","true","high","docker"
"Criar volume dedicado e montar em contêiner para persistência de dados","docker volume create dados_app\n docker run -d --name db --mount source=dados_app,target=/var/lib/mysql mysql:5.7","Volume 'dados_app' criado. Contêiner 'db' iniciado com volume montado em /var/lib/mysql","false","low","docker"
"Limitar CPU e memória de contêiner para evitar sobrecarga","docker run -d --name limite --cpus=""1.5"" --memory=""512m"" busybox sleep 3600","Contêiner 'limite' iniciado com limite de 1.5 CPUs e 512 MB de memória.","false","medium","docker"
"Enviar imagem para registro privado sem credenciais corretas, gera erro de autenticação","docker tag app:latest registro.local/app:latest\n docker push registro.local/app:latest","Erro de autenticação: login required para 'registro.local'.","true","high","docker"
"Construir imagem Docker usando multi‑stage para reduzir tamanho, prática recomendada","docker build -t minhaapp:latest .","{""status"":""sucesso"",""imagem"":""minhaapp:latest"",""etapas"":3}","false","low","docker"
"Executar contêiner em modo privilegiado, risco de comprometimento de segurança","docker run --privileged -d --name root_container ubuntu sleep infinity","Contêiner 'root_container' iniciado em modo privilegiado","true","high","docker"
"Criar volume Docker e montar como somente leitura dentro do contêiner","docker volume create dados_vol\n docker run -v dados_vol:/app/data:ro -d --name app_vol alpine","Volume 'dados_vol' criado. Contêiner 'app_vol' iniciado com montagem read‑only em /app/data","false","medium","docker"
"Expor porta 8080 do host para contêiner Nginx, mas a porta já está em uso","docker run -p 8080:80 nginx","Erro: porta 8080 do host já está em uso por outro processo.","true","high","docker"
"Limitar CPU e memória de contêiner para evitar consumo excessivo de recursos","docker run -d --name limited_container --cpus ""0.5"" --memory 256m alpine","Contêiner 'limited_container' iniciado com limite de 0.5 CPU e 256 MB de memória","false","low","docker"
"Construir imagem Docker usando multi-stage para reduzir tamanho, exigindo atenção ao cache","docker build -t app:prod .","{""status"": ""sucesso"", ""imagem"": ""app:prod"", ""etapas"": 2}","false","low","docker"
"Executar contêiner PostgreSQL com limites estritos de CPU e memória, risco de falha por recursos insuficientes","docker run -d --name db --cpus=0.5 --memory=256m postgres","Contêiner 'db' iniciado com limites de CPU 0.5 e memória 256m","false","medium","docker"
"Montar volume contendo segredos sem a opção read-only, risco de exposição de informações sensíveis","docker run -d --name app -v /var/secret:/data:rw app_image","Aviso: volume montado em modo leitura-grava. Considere usar :ro para melhorar a segurança.","true","high","docker"
"Criar rede overlay no Swarm e implantar serviço web, atenção a regras de firewall que podem bloquear tráfego","docker network create -d overlay my_overlay\n docker service create --name web --network my_overlay nginx","Rede overlay 'my_overlay' criada. Serviço 'web' rodando e conectado à rede.","false","medium","docker"
"Expor porta 8080 do contêiner para o host já ocupada por outro serviço, risco de conflito de porta","docker run -d -p 8080:80 nginx","Erro: porta 8080 do host já está em uso. Selecione outra porta ou libere a atual.","true","high","docker"
"Executar contêiner em modo privilegiado expondo o host, risco de segurança elevado","docker run --privileged -d --name privileged_container ubuntu sleep 3600","Contêiner 'privileged_container' iniciado em modo privilegiado. Atenção: acesso total ao host.","true","high","docker"
"Construir imagem usando Dockerfile com cache para acelerar build","docker build -t app:latest .","{""status"": ""sucesso"", ""imagem"": ""app:latest"", ""etapas_cached"": 3}","false","low","docker"
"Montar volume com permissões inadequadas que impedem escrita no contêiner","docker run -v /host/data:/app/data -e UID=1000 -e GID=1000 -d --name app_container myimage","Erro ao iniciar contêiner: Permissão negada ao montar /host/data em /app/data. Ajuste as permissões no host.","true","medium","docker"
"Criar rede bridge com sub-rede já utilizada, ocasionando conflito de IP","docker network create --subnet=192.168.1.0/24 rede_conflict","Erro: sub-rede 192.168.1.0/24 já está em uso por outra rede. Escolha outra sub-rede.","true","high","docker"
"Limitar uso de CPU e memória de um contêiner para evitar sobrecarga do host","docker run -d --name limited_container --cpus=0.5 --memory=256m nginx","Contêiner 'limited_container' iniciado com limite de 0.5 CPU e 256 MB de memória.","false","low","docker"
"Criar imagem Docker com multi-stage build para reduzir tamanho","docker build -t app:slim .","Imagem 'app:slim' criada com 45 MB, usando 2 estágios de build.","false","low","docker"
"Executar contêiner com limite de CPU e memória elevados, risco de sobrecarga do host","docker run -d --name carga_alta --cpus 4 --memory 8g imagem_alta","Contêiner 'carga_alta' iniciado, consumindo até 4 CPUs e 8GB de memória.","true","high","docker"
"Montar volume de dados sensíveis sem rotação de permissões, risco de exposição de dados","docker run -d -v /var/secret:/data --name secret_app imagem","Contêiner 'secret_app' iniciado com volume /var/secret montado em /data. Atenção: volume está com permissões padrão do host.","true","high","docker"
"Remover rede bridge não utilizada, verificando se há containers dependentes","docker network rm rede_obsoleta","Erro: a rede ""rede_obsoleta"" está em uso por 1 contêiner(s). Remova ou desconecte os containers primeiro.","false","medium","docker"
"Inspecionar logs de contêiner que falhou ao iniciar, identificar erro de permissão","docker logs app_falha","2023-12-01T10:15:32Z error: permission denied while opening /app/config.yaml\nContêiner saiu com código de saída 1.","false","medium","docker"
"Executar contêiner em modo privilegiado, aumentando risco de segurança","docker run --privileged -d --name privileged_container nginx","Contêiner iniciado em modo privilegiado. Risco de segurança elevado: acesso ao kernel do host.","true","high","docker"
"Otimizar build com Dockerfile multi‑stage para reduzir tamanho da imagem","docker build -t app:slim .","Imagem construída com sucesso. Tamanho final: 45MB, stages: 2.","false","low","docker"
"Criar volume nomeado e montá‑lo como somente‑leitura no contêiner","docker volume create data_vol\n docker run -v data_vol:/app/data:ro --name ro_container myapp","Volume 'data_vol' criado. Contêiner 'ro_container' iniciado com montagem read‑only em /app/data.","false","low","docker"
"Aplicar limite de CPU ao contêiner e observar throttle potencial","docker run --cpus=""0.5"" --name limited_container busybox sleep 60","Contêiner iniciado com limite de 0.5 CPU. Se o uso exceder, o Docker aplicará throttling.","false","medium","docker"
"Expor porta 8080 que já está em uso, provocando erro de bind","docker run -p 8080:80 --name webapp nginx","Erro: a porta 8080 do host já está em uso por outro processo. Escolha outra porta ou libere a atual.","true","high","docker"
"Executar contêiner em modo privilegiado, podendo comprometer a segurança do host","docker run --privileged -d --name root_test ubuntu sleep infinity","Contêiner iniciado com privilégios de root. Atenção: pode acessar dispositivos do host.","true","high","docker"
"Construir imagem Docker com cache habilitado e otimização de camadas para reduzir tamanho","docker build --cache-from minhaapp:prev -t minhaapp:opt .","{""status"": ""sucesso"", ""tamanho_imagem"": ""45MB"", ""camadas_reduzidas"": 3}","false","low","docker"
"Criar volume persistente e montar no contêiner, garantindo permissão correta de escrita","docker volume create dados_app\n docker run -d --name app --mount source=dados_app,target=/data minhaimagem","Volume 'dados_app' criado. Contêiner 'app' iniciado com volume montado em /data com permissão de escrita.","false","medium","docker"
"Expor porta 8080 do contêiner para a porta 80 do host, risco de conflito com serviço existente","docker run -d -p 80:8080 --name web nginx","Erro: a porta 80 do host já está em uso por outro serviço.","true","high","docker"
"Limitar uso de CPU e memória de um contêiner para evitar sobrecarga do host","docker run -d --name limitado --cpus=""1.5"" --memory=""500m"" alpine sleep 3600","Contêiner 'limitado' iniciado com limite de 1.5 CPUs e 500 MB de memória.","false","medium","docker"
"Construir imagem com Dockerfile usando cache para acelerar build, risco de usar instruções obsoletas","docker build -t app:latest .","{""status"":""sucesso"",""imagem"":""app:latest"",""etapas"":3}","false","low","docker"
"Executar contêiner com limite de memória 256MB, risco de OOM se a aplicação consumir mais","docker run -d --name mem_test --memory 256m app:latest","Contêiner mem_test iniciado com limite de memória 256MB.","false","medium","docker"
"Montar volume host para persistência de banco de dados, risco de permissões inadequadas","docker run -d --name db_container -v /var/lib/mysql:/var/lib/mysql -e MYSQL_ROOT_PASSWORD=secret mysql:5.7","Contêiner db_container em execução, dados persistidos em /var/lib/mysql. Verificar permissões de diretório host.","true","medium","docker"
"Expor porta 8080 do contêiner para o host já ocupada, gerando erro de conflito","docker run -d -p 8080:80 webapp:latest","Erro: a porta 8080 do host já está em uso. Escolha outra porta ou libere a porta atual.","true","high","docker"
"Criar rede overlay para serviços Swarm, risco de configuração incorreta de sub-rede","docker network create -d overlay --subnet 10.0.0.0/24 my_overlay_net","Rede overlay 'my_overlay_net' criada com sub-rede 10.0.0.0/24.","false","low","docker"
"Construir imagem Docker sem usar cache para garantir camada limpa","docker build --no-cache -t app:latest .","Imagem criada com sucesso: app:latest, sem usar cache.","false","low","docker"
"Executar contêiner PostgreSQL com limites de memória e CPU, risco de OOM se subdimensionado","docker run -d --name db_container --memory 512m --cpus 0.5 postgres:13","Contêiner 'db_container' iniciado. Limite de memória 512m e CPU 0.5 aplicados.","false","medium","docker"
"Remover volume não utilizado que pode conter dados sensíveis","docker volume rm dados_antigos","Erro: o volume 'dados_antigos' está em uso por contêiner(es): app1","true","high","docker"
"Configurar rede overlay em Swarm para isolar serviços multi-host","docker network create -d overlay --attachable rede_isolada","Rede overlay 'rede_isolada' criada e pronta para uso.","false","medium","docker"
"Inspecionar logs de contêiner que falha ao gravar em volume por permissão","docker logs -f app_container","{""error"": ""Permissão negada ao escrever em /data"", ""container"": ""app_container""}","false","low","docker"
"Executar contêiner em modo privilegiado, permitindo acesso total ao host e risco de segurança elevado","docker run --privileged -d --name test_container imagem","Contêiner iniciado em modo privilegiado. Exposição de dispositivos host.","true","high","docker"
"Construir imagem multi‑stage com cache para otimizar o build","docker build -t app:prod .","{""status"": ""sucesso"", ""imagem"": ""app:prod"", ""etapas"": 2}","false","low","docker"
"Criar volume persistente e montar como somente leitura no contêiner","docker volume create data_vol\n docker run -v data_vol:/app/data:ro --name app_readonly imagem","Volume criado e contêiner iniciado com montagem somente leitura.","false","low","docker"
"Expor porta 80 do contêiner para o host que já está em uso, gerando conflito","docker run -p 80:80 nginx","Erro: porta 80 do host já está em uso. Escolha outra porta.","true","high","docker"
"Limitar recursos de CPU e memória ao iniciar contêiner para evitar consumo excessivo","docker run -d --name limited_container --cpus ""0.5"" --memory ""256m"" imagem","Contêiner iniciado com limite de 0.5 CPU e 256 MB de memória.","false","low","docker"
"Construir imagem Docker usando multi‑stage para reduzir tamanho final","docker build -t app:slim .","Imagem 'app:slim' criada com 2 estágios. Tamanho final: 45 MB","false","low","docker"
"Expor porta 80 do container para o host quando a porta já está ocupada","docker run -d -p 80:80 nginx","Erro: porta 80 do host já está em uso. Selecione outra porta ou libere a porta atual.","true","high","docker"
"Criar volume nomeado e montar como somente‑leitura no container","docker volume create dados_app\ndocker run -d --name app --mount source=dados_app,target=/app/data,readonly nginx","Volume 'dados_app' criado. Container 'app' iniciado com montagem read‑only em /app/data","false","medium","docker"
"Executar container limitando CPU a 0.5 cores e memória a 256 MB","docker run -d --name limite --cpus=\0.5\ --memory=\256m\ redis","Container 'limite' iniciado com limite de 0.5 CPU e 256 MB de memória","false","low","docker"
"Remover imagens dangling com risco de apagar imagens necessárias","docker image prune -f","Imagens dangling removidas. Atenção: verifique se nenhuma imagem necessária foi excluída.","true","high","docker"
"Executar contêiner em modo privilegiado com risco de segurança","docker run --privileged -d --name priv_container ubuntu sleep infinity","Contêiner iniciado em modo privilegiado; pode acessar recursos críticos do host","true","high","docker"
"Criar imagem com build multi‑stage para reduzir tamanho","docker build -t app:slim .","Imagem construída com tag app:slim, tamanho final 45MB","false","low","docker"
"Montar diretório de logs do host como somente leitura no contêiner","docker run -v /var/log/app:/logs:ro --name logger nginx","Contêiner iniciado, volume /var/log/app montado como somente leitura em /logs","false","low","docker"
"Isolar serviços com rede overlay e expor porta 8080","docker network create -d overlay my_overlay\n docker run -d --name backend --network my_overlay redis\n docker run -d --name frontend --network my_overlay -p 8080:80 nginx","Rede overlay 'my_overlay' criada. Containers backend e frontend conectados; porta 8080 do host mapeada para nginx","true","medium","docker"
"Falha ao baixar imagem por falta de espaço em disco","docker pull alpine:latest","Erro: insufficient storage space on device ""overlay2"". Libere espaço antes de prosseguir.","true","high","docker"
"Executar contêiner em modo privilegiado, concedendo todas as capacidades do host","docker run --privileged -d --name test_container nginx","Contêiner iniciado em modo privilegiado. Expondo todas as capacidades do host, risco de segurança elevado.","true","high","docker"
"Construir imagem usando multi‑stage build para otimizar tamanho","docker build -t app:slim .","Imagem 'app:slim' criada com 2 estágios. Tamanho final reduzido em 70%.","false","low","docker"
"Criar volume persistente e montar como somente leitura no contêiner","docker volume create data_vol\ndocker run -v data_vol:/app/data:ro --name reader alpine ls /app/data","Volume 'data_vol' criado e montado como somente leitura. Contêiner listou arquivos sem permissões de escrita.","false","low","docker"
"Expor porta padrão do MySQL, mas a porta já está ocupada no host","docker run -p 3306:3306 --name db mysql","Erro: porta 3306 do host já está em uso. Escolha outra porta ou libere o recurso.","true","medium","docker"
"Limitar recursos de CPU e memória ao iniciar contêiner Nginx","docker run -d --name limited --cpus ""1.5"" --memory ""500m"" nginx","Contêiner 'limited' iniciado com limite de 1.5 CPUs e 500MB de memória.","false","low","docker"
"Construir imagem multi‑stage otimizando cache","docker build -t app:prod .","Imagem 'app:prod' criada com sucesso em 2 etapas, usando cache para camadas anteriores.","false","low","docker"
"Executar contêiner em modo privilegiado, risco de segurança elevado","docker run --privileged -d --name admin_container ubuntu sleep infinity","Contêiner 'admin_container' iniciado com privilégios de root. Atenção: pode acessar dispositivos do host.","true","high","docker"
"Criar rede bridge personalizada e conectar contêiner, isolamento de tráfego","docker network create isolada_net\ndocker run -d --name web --network isolada_net nginx","Rede 'isolada_net' criada. Contêiner 'web' conectado à rede isolada.","false","medium","docker"
"Limitar CPU e memória de contêiner para evitar sobrecarga","docker run -d --name limited_app --cpus 1.5 --memory 500m nginx","Contêiner 'limited_app' iniciado com limite de 1.5 CPUs e 500 MB de memória.","false","low","docker"
"Remover imagens não referenciadas (dangling) para liberar espaço","docker image prune -f","Imagens dangling removidas. Espaço liberado no host.","true","medium","docker"
"Construir imagem multi-stage para reduzir tamanho e evitar camadas desnecessárias","docker build -t app:slim --no-cache .","Imagem 'app:slim' construída com 2 estágios, tamanho final 45MB","false","low","docker"
"Executar contêiner em modo privilegiado, permitindo acesso ao kernel do host","docker run --privileged -d --name teste_privileged ubuntu sleep 3600","Contêiner 'teste_privileged' iniciado em modo privilegiado. Aviso: risco de segurança elevado","true","high","docker"
"Criar volume Docker e montar no contêiner para persistir dados de banco","docker volume create db_data\n docker run -d --name db -v db_data:/var/lib/mysql mysql:5.7","Volume 'db_data' criado. Contêiner 'db' iniciado com volume montado em /var/lib/mysql","false","low","docker"
"Expor porta 8080 do contêiner para o host, mas porta já ocupada, gerando conflito","docker run -p 8080:80 --name web nginx","Erro: Bind for 0.0.0.0:8080 failed: porta já em uso","true","medium","docker"
"Iniciar contêiner com limites de memória 100m e CPU 0.5, mas host tem recursos insuficientes","docker run -d --name limite_test --memory 100m --cpus 0.5 alpine sleep 1000","Erro: não foi possível alocar 100m de memória; recursos insuficientes","false","medium","docker"
"Criar imagem Docker usando Dockerfile otimizado com cache e minimizar camadas","docker build -t app:optimizado .","Successfully built app:optimizado\nImage ID: sha256:abcd1234","false","low","docker"
"Executar contêiner com limites de CPU e memória, evitando uso excessivo de recursos","docker run -d --name limite_teste --cpus 0.5 --memory 256m nginx","Contêiner 'limite_teste' iniciado com 0.5 CPUs e 256MB de memória","false","low","docker"
"Montar volume de dados sensíveis em modo de somente leitura para impedir alterações","docker run -d --name db -v /dados/secret:/var/lib/mysql:ro mysql:5.7","Contêiner 'db' iniciado. Volume montado como leitura‑apenas","true","medium","docker"
"Expor porta 8080 do contêiner para o host que já está em uso, gerando conflito","docker run -d -p 8080:80 nginx","Erro: a porta 8080 do host já está em uso. Selecione outra porta ou libere a existente.","true","high","docker"
"Criar rede overlay no modo swarm para isolamento de serviços multi‑host","docker network create -d overlay --attachable rede_isolada","Rede overlay 'rede_isolada' criada e está pronta para uso","false","medium","docker"
"Executar contêiner em modo privilegiado expondo o host filesystem, risco de segurança elevado","docker run --privileged -v /:/hostfs -d --name test_privileged ubuntu bash -c ""sleep infinity","Contêiner 'test_privileged' iniciado com acesso total ao filesystem do host. Atenção: alto risco de comprometimento.","true","high","docker"
"Construir imagem multi-stage otimizada para produção, reduzindo tamanho final","docker build -t app:prod -f Dockerfile.prod .","{""status"": ""sucesso"", ""imagem"": ""app:prod"", ""tamanho_final"": ""45MB""}","false","low","docker"
"Montar volume dedicado para logs persistentes e validar permissão de escrita","docker run -d --name logger -v logs_volume:/var/log/app mylogger","Contêiner 'logger' iniciado. Volume 'logs_volume' montado em /var/log/app com permissão de escrita confirmada.","false","medium","docker"
"Criar rede overlay para serviços Swarm e falha ao conectar contêiner devido à sub-rede inválida","docker network create -d overlay --subnet 10.0.0.0/33 minha_rede_overlay","Erro: sub-rede 10.0.0.0/33 inválida. O prefixo deve estar entre 0 e 32.","true","medium","docker"
"Limitar recursos de CPU e memória ao iniciar contêiner de banco de dados, risco de OOM se insuficiente","docker run -d --name db -e POSTGRES_PASSWORD=secret --cpus 0.5 --memory 256m postgres:13","Contêiner 'db' iniciado com 0.5 CPUs e 256MB de memória. Monitorar uso para evitar OOM.","false","high","docker"
"Construir imagem Docker com cache desativado para garantir camada limpa","docker build --no-cache -t app:clean .","Imagem 'app:clean' construída sem usar cache. Todas as camadas reexecutadas.","false","low","docker"
"Executar contêiner com limite de memória reduzido, podendo causar OOM","docker run -m 128m --name low_mem_container app:latest","Contêiner iniciado com limite de memória 128m. Se o consumo exceder, o kernel matará o processo (OOM).","true","medium","docker"
"Criar volume nomeado e montar em contêiner para persistência de dados","docker volume create db_data\ndocker run -d --name db -v db_data:/var/lib/mysql mysql:5.7","Volume 'db_data' criado. Contêiner 'db' iniciado com volume persistente em /var/lib/mysql.","false","low","docker"
"Expor porta 8080 do contêiner para a porta 80 do host, risco de conflito com serviço já rodando","docker run -d -p 80:8080 --name webapp nginx","Erro: porta 80 já está em uso no host. Escolha outra porta ou interrompa o serviço em conflito.","true","high","docker"
"Remover imagem não utilizada e liberar espaço em disco, risco de remoção acidental de imagem necessária","docker image prune -a --filter ""until=24h","Todas as imagens não usadas há mais de 24h foram removidas. Espaço liberado. Certifique‑se de que nenhuma imagem necessária foi excluída.","true","medium","docker"
"Executar contêiner em modo privilegiado com risco de segurança","docker run --privileged -d --name teste_seguro nginx","Contêiner iniciado em modo privilegiado. Aviso: pode comprometer a segurança do host.","true","high","docker"
"Construir imagem usando Dockerfile multi‑stage para reduzir tamanho","docker build -t app:prod .","{""status"": ""sucesso"", ""imagem"": ""app:prod"", ""tamanho"": ""45MB""}","false","low","docker"
"Montar volume persistente e validar permissão de escrita no diretório","docker run -v /dados/host:/app/data --name app_data alpine sh -c ""touch /app/data/teste","Arquivo 'teste' criado com sucesso no volume montado.","false","low","docker"
"Aplicar limites de CPU e memória ao iniciar contêiner para evitar sobrecarga","docker run -d --name limitado --cpus 0.5 --memory 256m nginx","Contêiner iniciado com limites: CPU 0.5, memória 256m.","false","medium","docker"
"Expor porta 80 do contêiner para o host com risco de conflito de porta já em uso","docker run -d -p 80:80 --name web_nginx nginx","Erro: porta 80 do host já está em uso. Selecione outra porta.","true","high","docker"
"Construir imagem multi-stage otimizando tamanho e usando cache","docker build -t app:latest .","Imagem 'app:latest' construída com 2 estágios, tamanho final reduzido em 70%.","false","low","docker"
"Executar contêiner em modo privilegiado com montagem do socket Docker do host, risco alto de comprometimento","docker run -d --name docker_helper --privileged -v /var/run/docker.sock:/var/run/docker.sock alpine sleep 3600","Contêiner 'docker_helper' iniciado em modo privilegiado com acesso ao socket Docker do host. Potencial risco de escalada de privilégios.","true","high","docker"
